account,age,amount,balance,card_present_flag,customer_id,date,first_name,gender,latitude,longitude,merchant_code,merchant_id,merchant_latitude,merchant_longitude,merchant_state,merchant_suburb,movement,status,transaction_id,txn_description,bin_age,year,month,day,hour,minute,dow,payment_period,annual_salary
ACC-1222300524,38,11.12,942.02,1.0,CUS-2142601169,2018-08-08,Michael,M,-33.94,151.23,,a6d5b5b4-593b-409e-87f2-5754b053cd62,-33.83,151.24,NSW,Mosman,debit,authorized,deb145847190481a9ab310fb58a42d61,POS,30-40,2018,8,8,15,36,Wednesday,7 days,52253.921
ACC-1222300524,38,19.85,922.17,1.0,CUS-2142601169,2018-08-08,Michael,M,-33.94,151.23,,3d42f4da-87cc-41d9-a2d0-f0fb9fc97f67,-33.77,151.03,NSW,North Rocks,debit,authorized,34c00ed142ff4ecf9b9e8c56eae0c152,POS,30-40,2018,8,8,15,42,Wednesday,7 days,52253.921
ACC-1222300524,38,13.36,908.81,1.0,CUS-2142601169,2018-08-08,Michael,M,-33.94,151.23,,fd1c9a34-9224-4338-9716-e8f10005b83a,-27.43,153,QLD,Alderley,debit,authorized,8fa4c7428c6b489a81c1f5c7e86c1286,SALES-POS,30-40,2018,8,8,17,18,Wednesday,7 days,52253.921
ACC-1222300524,38,18.79,890.02,1.0,CUS-2142601169,2018-08-08,Michael,M,-33.94,151.23,,26543f15-1756-4fe0-9feb-33a15bee4e60,-33.78,150.83,NSW,Minchinbury,debit,authorized,b3100dc2495e4ae48691b91d43041819,SALES-POS,30-40,2018,8,8,18,58,Wednesday,7 days,52253.921
ACC-1222300524,38,4.78,885.24,1.0,CUS-2142601169,2018-08-08,Michael,M,-33.94,151.23,,0b987f8d-d345-4b1c-8113-b433631aae15,-33.92,150.92,NSW,Liverpool,debit,authorized,44e9a619eaa54ef38a77dc85970fda84,POS,30-40,2018,8,8,23,50,Wednesday,7 days,52253.921
ACC-1222300524,38,12.67,872.57,1.0,CUS-2142601169,2018-08-09,Michael,M,-33.94,151.23,,5dadf9a3-bbd8-4944-ad92-35347499359c,-33.89,151.16,NSW,Leichhardt,debit,authorized,52779d7b528f4b178d2784f483070050,POS,30-40,2018,8,9,1,1,Thursday,7 days,52253.921
ACC-1222300524,38,8.11,864.46,1.0,CUS-2142601169,2018-08-09,Michael,M,-33.94,151.23,,9e416b5d-5d51-49ab-a38a-a55f33afadca,-33.87,151.21,NSW,Sydney,debit,authorized,663b374c5c3341eb82bd54b18f4f7805,POS,30-40,2018,8,9,14,41,Thursday,7 days,52253.921
ACC-1222300524,38,50.0,803.7,,CUS-2142601169,2018-08-09,Michael,M,-33.94,151.23,,,,,,,debit,posted,6cd050b5e92e4f7cb787a7ec57a01461,PAYMENT,30-40,2018,8,9,19,0,Thursday,7 days,52253.921
ACC-1222300524,38,10.76,853.7,1.0,CUS-2142601169,2018-08-09,Michael,M,-33.94,151.23,,aa5aa2e9-e9b4-46a6-a8ad-d723edc8e77d,-33.91,150.87,NSW,Green Valley,debit,authorized,c8cfc13ddc364a49b1fd916994205628,SALES-POS,30-40,2018,8,9,19,18,Thursday,7 days,52253.921
ACC-1222300524,38,104.13,699.57,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,343ea9db-c612-48e1-85c9-46bfc3311b67,-33.92,150.86,NSW,Hinchinbrook,debit,authorized,011dbc469fa74d2494afbb40777f0159,POS,30-40,2018,8,10,4,27,Friday,7 days,52253.921
ACC-1222300524,38,25.81,673.76,0.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,84335287-a509-4a8f-836a-f71fa050bf4d,-37.83,145,VIC,Richmond,debit,authorized,c485269a6b2449fc8243fb57371caf1e,POS,30-40,2018,8,10,10,14,Friday,7 days,52253.921
ACC-1222300524,38,43.5,630.26,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,a33597e2-742c-4bde-aa32-880e687454b2,-33.79,151.2,NSW,Chatswood,debit,authorized,1a7dab8c43b14c03aa800df0c44984de,SALES-POS,30-40,2018,8,10,11,46,Friday,7 days,52253.921
ACC-1222300524,38,5.91,624.35,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,1d576c21-3e89-46b7-878d-042a6a982021,-33.82,151.24,NSW,Mosman,debit,authorized,26ce79d92335419fb32c079422889ae3,SALES-POS,30-40,2018,8,10,15,32,Friday,7 days,52253.921
ACC-1222300524,38,6.04,618.31,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,e6d52b86-4c77-4486-b7fa-63785ef12b11,-33.81,151,NSW,Parramatta,debit,authorized,957828e8cea34138ae588bd404e445d4,SALES-POS,30-40,2018,8,10,15,54,Friday,7 days,52253.921
ACC-1222300524,38,7.23,611.08,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,7b65e1b5-1a06-4ed0-9da1-56c65f7cb53d,-23.88,151.22,QLD,Clinton,debit,authorized,8256a3b075574f59b4f9c8a2eeb2fcfb,SALES-POS,30-40,2018,8,10,16,2,Friday,7 days,52253.921
ACC-1222300524,38,73.7,537.38,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,aaeed7be-046d-4e82-b71f-f28911441d2e,-33.87,151.21,NSW,Sydney,debit,authorized,16f1a5d4033f47e2b534dd4775a96a8e,POS,30-40,2018,8,10,18,13,Friday,7 days,52253.921
ACC-1222300524,38,49.13,488.25,1.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,c05793a8-011a-4cee-bb28-54127559c420,-33.87,151.21,NSW,Sydney,debit,authorized,507134c6c4a54b959384ad52df7c6f11,POS,30-40,2018,8,10,20,15,Friday,7 days,52253.921
ACC-1222300524,38,10.37,477.88,0.0,CUS-2142601169,2018-08-10,Michael,M,-33.94,151.23,,de440092-1855-4457-9f2f-746d3a78dfcd,-33.93,137.63,SA,Wallaroo,debit,authorized,da9fb048881e415aac7b1f350957b35b,POS,30-40,2018,8,10,22,27,Friday,7 days,52253.921
ACC-1222300524,38,7.84,470.04,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,174e837f-f0fb-497f-96ba-6bfd26e764cb,-33.84,151.22,NSW,Neutral Bay,debit,authorized,801306afd63d4362b85e2f810e00c7c6,SALES-POS,30-40,2018,8,11,2,24,Saturday,7 days,52253.921
ACC-1222300524,38,17.61,452.43,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,9fc40400-d1e4-4785-b009-711de7834ed6,-33.95,150.91,NSW,Casula,debit,authorized,95f27c56ccb442e6a91073fc486a13b6,POS,30-40,2018,8,11,2,45,Saturday,7 days,52253.921
ACC-1222300524,38,17.91,434.52,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,0eddf2c5-0432-4dba-afac-5bce83027625,-33.94,151.09,NSW,Kingsgrove,debit,authorized,1c08e303658e458ba18f91aec1084c83,POS,30-40,2018,8,11,3,13,Saturday,7 days,52253.921
ACC-1222300524,38,18.89,415.63,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,f508fb74-e9e5-4f0a-bf9f-10b00516b565,-33.94,150.94,NSW,Moorebank,debit,authorized,7bf89883ab704e72a5762f3bca07ff17,SALES-POS,30-40,2018,8,11,9,52,Saturday,7 days,52253.921
ACC-1222300524,38,7.47,408.16,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,240ca90a-50e6-4e42-b644-1b64daf3162e,-33.89,151.19,NSW,Sydney,debit,authorized,f1abb715f54441d290a649c1995d5f8a,SALES-POS,30-40,2018,8,11,16,55,Saturday,7 days,52253.921
ACC-1222300524,38,11.15,397.01,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,6714d0be-9a69-4d2c-8d45-c8fc84df9eaa,-37.82,144.97,VIC,Melbourne,debit,authorized,1079428f62ac4d3f92cb178fe872374a,POS,30-40,2018,8,11,20,15,Saturday,7 days,52253.921
ACC-1222300524,38,7.75,389.26,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,8f2c36dd-9a99-4230-b00f-99bbb42b68ef,-33.96,137.71,SA,Kadina,debit,authorized,107294959b644db4bae6a9125f7e67a5,POS,30-40,2018,8,11,20,41,Saturday,7 days,52253.921
ACC-1222300524,38,4.18,385.08,1.0,CUS-2142601169,2018-08-11,Michael,M,-33.94,151.23,,0240783c-8903-4a0a-bc0e-5910e9d44efb,-33.9,151.18,NSW,Newtown,debit,authorized,9ee6c59da0e94f458f71f79ab397faa8,POS,30-40,2018,8,11,22,33,Saturday,7 days,52253.921
ACC-1222300524,38,16.23,368.85,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,d9d425e5-747b-4dd7-8fba-c386ba9aa68b,-33.87,151.11,NSW,Five Dock,debit,authorized,4eef6744992d44c1b36bfe5e18e7e10d,SALES-POS,30-40,2018,8,12,8,43,Sunday,7 days,52253.921
ACC-1222300524,38,15.07,353.78,0.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,05f675e8-7ccb-4a5a-8d29-c92ddc222db8,-33.93,150.95,NSW,Moorebank,debit,authorized,653c77a7ce9d4c1aa42bfafa81fa8153,SALES-POS,30-40,2018,8,12,9,17,Sunday,7 days,52253.921
ACC-1222300524,38,12.08,341.7,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,87620d95-8b80-4280-b37f-06630416adf0,-33.82,151,NSW,Parramatta,debit,authorized,de89ca71ae054180862d6420d917488a,POS,30-40,2018,8,12,9,38,Sunday,7 days,52253.921
ACC-1222300524,38,26.9,314.8,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,4013a506-269f-4c00-8292-ac00faee2da2,-33.9,151.11,NSW,Croydon Park,debit,authorized,147924b95b7d4fa399295a189e41dd32,SALES-POS,30-40,2018,8,12,9,54,Sunday,7 days,52253.921
ACC-1222300524,38,8.29,306.51,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,f1c4fbd8-97d4-47f2-8d03-cb82f24dc169,-23.87,151.24,QLD,West Gladstone,debit,authorized,2084a37af8d44564ba8ef946516eb3ac,POS,30-40,2018,8,12,12,9,Sunday,7 days,52253.921
ACC-1222300524,38,11.14,295.37,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,ebf3ad3a-f6d5-48c5-bd49-a9ceb9fc0561,-33.92,151.08,NSW,Lakemba,debit,authorized,5619d7311fd343998dc4045dc53aafb2,POS,30-40,2018,8,12,13,45,Sunday,7 days,52253.921
ACC-1222300524,38,9.8,285.57,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,04d91fae-917e-4815-be46-c4eb87b9add7,-33.91,151.16,NSW,Marrickville,debit,authorized,22b4d01045ba46cd881ab4c1fe09fe74,SALES-POS,30-40,2018,8,12,21,14,Sunday,7 days,52253.921
ACC-1222300524,38,23.59,261.98,1.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,48b3eea8-ba57-4271-9b5d-ba3554f1b2ad,-33.92,150.92,NSW,Liverpool,debit,authorized,8aae79cb46834b259b688735af23e130,SALES-POS,30-40,2018,8,12,21,33,Sunday,7 days,52253.921
ACC-1222300524,38,14.73,247.25,0.0,CUS-2142601169,2018-08-12,Michael,M,-33.94,151.23,,5c7008d4-2b8a-4232-bcf0-b42a300f9b0f,-33.81,151,NSW,Parramatta,debit,authorized,7ae0fc57f76341ed8dfcb26f69d19d3f,POS,30-40,2018,8,12,21,46,Sunday,7 days,52253.921
ACC-1222300524,38,2.1,245.15,1.0,CUS-2142601169,2018-08-13,Michael,M,-33.94,151.23,,6ffb6914-0de5-4322-b2ad-25bfad838eb7,-33.81,151.17,NSW,Lane Cove,debit,authorized,fc5675fbcc0c4266ba8653726c5ddf46,POS,30-40,2018,8,13,7,35,Monday,7 days,52253.921
ACC-1222300524,38,7.41,237.74,1.0,CUS-2142601169,2018-08-13,Michael,M,-33.94,151.23,,2f8d2948-0840-4110-9132-7df7e7f3ee2d,-33.77,150.82,NSW,Mount Druitt,debit,authorized,9fbd74096cb54732885ff136ece717b7,SALES-POS,30-40,2018,8,13,9,19,Monday,7 days,52253.921
ACC-1222300524,38,8.28,229.46,1.0,CUS-2142601169,2018-08-13,Michael,M,-33.94,151.23,,356f2efa-440f-4438-ad88-9415976f58f0,-33.87,151.07,NSW,Homebush West,debit,authorized,f7c5f102fb5c490daa7d8eec8513b48d,POS,30-40,2018,8,13,10,30,Monday,7 days,52253.921
ACC-1222300524,38,98.93,130.53,1.0,CUS-2142601169,2018-08-13,Michael,M,-33.94,151.23,,596306e9-de9d-4ebb-8309-71088dafcf1d,-33.92,151.04,NSW,Bankstown,debit,authorized,87e7bdc08aa9496887dc8d8796e5c708,SALES-POS,30-40,2018,8,13,13,22,Monday,7 days,52253.921
ACC-1222300524,38,6.87,2077.92,1.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,308ac76c-03d3-4de8-b593-4eec154824c3,-33.92,151.09,NSW,Belmore,debit,authorized,f0ad3996412348c895563c99249256f7,POS,30-40,2018,8,22,11,4,Wednesday,7 days,52253.921
ACC-1222300524,38,4.76,2073.16,1.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,fb24053d-5522-4646-bdc7-71130114e96c,-33.8,151.18,NSW,Chatswood,debit,authorized,8b25208647c543d183836220ef3d0e72,SALES-POS,30-40,2018,8,22,11,19,Wednesday,7 days,52253.921
ACC-1222300524,38,79.01,1994.15,1.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,143beac6-1608-4b52-9288-70a6b2617ad2,-33.95,151,NSW,Panania,debit,authorized,a6d9e63d81054fe88c3867973cea6d0c,SALES-POS,30-40,2018,8,22,16,39,Wednesday,7 days,52253.921
ACC-1222300524,38,34.97,1959.18,1.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,63c4c62f-d976-4854-97d5-f2a83f11bdb5,-33.75,151.25,NSW,Beacon Hill,debit,authorized,762140984800405cb47d30a9e7398cf3,SALES-POS,30-40,2018,8,22,19,24,Wednesday,7 days,52253.921
ACC-1222300524,38,21.96,1937.22,0.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,1f3cf107-6d54-43a9-b6be-b0a1ee2ba1da,-33.92,150.92,NSW,Liverpool,debit,authorized,01b794d03d2d483a849e7f0b0207e022,SALES-POS,30-40,2018,8,22,20,52,Wednesday,7 days,52253.921
ACC-1222300524,38,23.33,1913.89,1.0,CUS-2142601169,2018-08-22,Michael,M,-33.94,151.23,,24a75e8c-8f54-465d-94a7-d3b058ee32e7,-33.93,150.96,NSW,Moorebank,debit,authorized,7240db01719a4938af94bb396e4d9049,SALES-POS,30-40,2018,8,22,22,0,Wednesday,7 days,52253.921
ACC-1222300524,38,18.28,1895.61,1.0,CUS-2142601169,2018-08-23,Michael,M,-33.94,151.23,,94358d5e-9b20-4f42-b60f-db977bf8ba23,-33.79,151.08,NSW,Eastwood,debit,authorized,8585c1c4ea4d4dd9aef54179f916d8fb,SALES-POS,30-40,2018,8,23,1,19,Thursday,7 days,52253.921
ACC-1222300524,38,7.65,1887.96,0.0,CUS-2142601169,2018-08-23,Michael,M,-33.94,151.23,,a1ca1b7e-a737-4fc8-b070-3e606f52c0d6,-33.95,115.07,WA,Margaret River,debit,authorized,8548d8e4aeb549478717d5651c008d7b,POS,30-40,2018,8,23,15,27,Thursday,7 days,52253.921
ACC-1222300524,38,19.14,1868.82,1.0,CUS-2142601169,2018-08-23,Michael,M,-33.94,151.23,,eff25fdb-a677-437b-bb87-f4e4b4614499,-33.92,151.04,NSW,Bankstown,debit,authorized,0908dbda136147f4992ea8f6e8980214,POS,30-40,2018,8,23,18,43,Thursday,7 days,52253.921
ACC-1222300524,38,50.0,1818.82,,CUS-2142601169,2018-08-23,Michael,M,-33.94,151.23,,,,,,,debit,posted,d55089db092c45a0ba799613d6f54287,PAYMENT,30-40,2018,8,23,19,0,Thursday,7 days,52253.921
ACC-1222300524,38,80.89,1737.93,1.0,CUS-2142601169,2018-08-23,Michael,M,-33.94,151.23,,bf5f0640-01bb-44e5-ba16-8bd356c8ce9c,-33.77,150.91,NSW,Blacktown,debit,authorized,3ab068da21c84209896a9443f6bb7487,SALES-POS,30-40,2018,8,23,23,36,Thursday,7 days,52253.921
ACC-1222300524,38,16.3,1721.63,1.0,CUS-2142601169,2018-08-24,Michael,M,-33.94,151.23,,ac64dff2-d786-44fa-a332-3f530bdd0444,-33.96,151.14,NSW,Rockdale,debit,authorized,01948766d87d40b8b275de9ab0486bc3,SALES-POS,30-40,2018,8,24,11,1,Friday,7 days,52253.921
ACC-1222300524,38,21.75,1699.88,1.0,CUS-2142601169,2018-08-24,Michael,M,-33.94,151.23,,a9ef765f-2a48-4d8d-a08f-5cf8e5ed52c9,-33.81,150.94,NSW,Greystanes,debit,authorized,5efa08581a1448eea225b306588987f8,SALES-POS,30-40,2018,8,24,11,9,Friday,7 days,52253.921
ACC-1222300524,38,15.17,1684.71,0.0,CUS-2142601169,2018-08-24,Michael,M,-33.94,151.23,,bfbb283f-f5a2-4b5b-b1e3-9e5edc057ae3,-33.8,151.18,NSW,Chatswood,debit,authorized,0d62fbc5421740ec9dd5e68d9d5849b3,SALES-POS,30-40,2018,8,24,12,29,Friday,7 days,52253.921
ACC-1222300524,38,12.59,1672.12,1.0,CUS-2142601169,2018-08-24,Michael,M,-33.94,151.23,,63e318b8-783c-46f2-af70-0b0e0324e027,-33.87,151.2,NSW,Sydney,debit,authorized,e58e404d30f44c44b17f78de442d2240,SALES-POS,30-40,2018,8,24,23,58,Friday,7 days,52253.921
ACC-1222300524,38,12.6,1659.52,1.0,CUS-2142601169,2018-08-25,Michael,M,-33.94,151.23,,518c54bf-8f28-4d8c-8c70-aacfe46d1865,-33.96,137.7,SA,New Town,debit,authorized,6b74fe83067f4f4ea8e3b782146bf71c,SALES-POS,30-40,2018,8,25,8,59,Saturday,7 days,52253.921
ACC-1222300524,38,77.25,1582.27,1.0,CUS-2142601169,2018-08-25,Michael,M,-33.94,151.23,,16e2e89f-c7ba-40b9-ba89-26d0cf5bb9fd,-33.82,151,NSW,Parramatta,debit,authorized,97f58cd2b253439c82b43a3d566ddb61,SALES-POS,30-40,2018,8,25,10,2,Saturday,7 days,52253.921
ACC-1222300524,38,5.04,1577.23,1.0,CUS-2142601169,2018-08-25,Michael,M,-33.94,151.23,,4a53422f-6e66-44ae-909f-ba93192dc76b,-33.92,150.92,NSW,Liverpool,debit,authorized,20342dec499e472c9665e1f9e703b41e,POS,30-40,2018,8,25,12,47,Saturday,7 days,52253.921
ACC-1222300524,38,8.64,1568.59,1.0,CUS-2142601169,2018-08-25,Michael,M,-33.94,151.23,,bcd0ee88-b7f0-4e27-a66a-c865787b88d2,-33.92,150.92,NSW,Liverpool,debit,authorized,78be1dcac804461c95a3c824e0d983e7,SALES-POS,30-40,2018,8,25,14,38,Saturday,7 days,52253.921
ACC-1222300524,38,37.68,1530.91,1.0,CUS-2142601169,2018-08-25,Michael,M,-33.94,151.23,,4d4a87fc-a840-450f-ac8d-d96c7bc5ec31,-33.79,151.13,NSW,Macquarie Park,debit,authorized,90e5af37ecc04a2998cfa59109f4c4fd,POS,30-40,2018,8,25,17,14,Saturday,7 days,52253.921
ACC-1222300524,38,14.91,1516.0,1.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,96828216-c471-47f3-b14b-e25f78f32c79,-33.96,151.08,NSW,Penshurst,debit,authorized,09fd47bdd6214188b7d8849a66f69d5d,SALES-POS,30-40,2018,8,26,10,12,Sunday,7 days,52253.921
ACC-1222300524,38,7.65,1508.35,0.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,77d5548f-16a1-4821-a564-bed19ba18f24,-33.92,150.86,NSW,Len Waters Estate,debit,authorized,6bfe43b0ebaa440ca139bc03645dbb3b,POS,30-40,2018,8,26,10,40,Sunday,7 days,52253.921
ACC-1222300524,38,11.96,1496.39,1.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,805e2d12-0bb1-44ca-bf7f-ede7377f09db,-33.77,151.26,NSW,Brookvale,debit,authorized,751bdae27b0b4047a2dc700f5a82046f,SALES-POS,30-40,2018,8,26,12,6,Sunday,7 days,52253.921
ACC-1222300524,38,10.05,1486.34,1.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,a1563cc9-1efa-430f-808c-b7236e129749,-33.76,138.44,SA,Hart,debit,authorized,dfdbf658ccee4055bec7d7a24c370c20,SALES-POS,30-40,2018,8,26,13,23,Sunday,7 days,52253.921
ACC-1222300524,38,7.57,1478.77,1.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,1c4d189b-15f8-4e6a-bf26-8c6e59804408,-27.88,151.27,QLD,Millmerran,debit,authorized,8068326c95bb4a7b8c61875d89c4c0b5,SALES-POS,30-40,2018,8,26,21,30,Sunday,7 days,52253.921
ACC-1222300524,38,81.95,1396.82,1.0,CUS-2142601169,2018-08-26,Michael,M,-33.94,151.23,,9d51aada-0f7e-4664-aa5d-6119a888f759,-33.87,151.21,NSW,Sydney,debit,authorized,289cf8f03a5b4406b573b753ac902640,SALES-POS,30-40,2018,8,26,22,18,Sunday,7 days,52253.921
ACC-1222300524,38,23.3,1373.52,1.0,CUS-2142601169,2018-08-27,Michael,M,-33.94,151.23,,4b70e3d4-96ca-407d-ab8a-f5c54c0b6036,-33.93,150.92,NSW,Liverpool,debit,authorized,7eacc797b1d34cb08f53492cb110c816,SALES-POS,30-40,2018,8,27,10,18,Monday,7 days,52253.921
ACC-1222300524,38,25.39,1348.13,0.0,CUS-2142601169,2018-08-27,Michael,M,-33.94,151.23,,438fdb3a-9c2c-45ac-9583-f138420f0d18,-33.96,137.72,SA,Kadina,debit,authorized,5ddd1374fc5f4e2eb4a97383aa09d454,SALES-POS,30-40,2018,8,27,21,22,Monday,7 days,52253.921
ACC-1222300524,38,14.76,1333.37,1.0,CUS-2142601169,2018-08-28,Michael,M,-33.94,151.23,,ff07af80-5a16-4b43-9ce9-d471b3d0daf1,-33.93,151.08,NSW,Sydney,debit,authorized,ead1aee7f61044e88498bdc7debdedce,POS,30-40,2018,8,28,4,22,Tuesday,7 days,52253.921
ACC-1222300524,38,5.94,1327.43,1.0,CUS-2142601169,2018-08-28,Michael,M,-33.94,151.23,,8ca8ce61-1e0b-4bac-80ba-201190896c37,-33.95,151.02,NSW,Revesby,debit,authorized,8bbd142e488d42309534d4e32b3f707a,SALES-POS,30-40,2018,8,28,9,8,Tuesday,7 days,52253.921
ACC-1222300524,38,24.59,1302.84,1.0,CUS-2142601169,2018-08-28,Michael,M,-33.94,151.23,,eff24725-7bf4-4609-b729-a5cb67288f3d,-33.94,151.04,NSW,Padstow,debit,authorized,3d457495dab3465ab85fc2096489e9bf,POS,30-40,2018,8,28,9,44,Tuesday,7 days,52253.921
ACC-1222300524,38,25.34,1277.5,1.0,CUS-2142601169,2018-08-28,Michael,M,-33.94,151.23,,d7cf976a-7c9c-453a-9fdf-ece9ecb9a484,-23.88,151.22,QLD,Clinton,debit,authorized,0220f94ae71c43ecbdb336064ba5f951,POS,30-40,2018,8,28,11,1,Tuesday,7 days,52253.921
ACC-1222300524,38,12.33,2267.3,1.0,CUS-2142601169,2018-08-29,Michael,M,-33.94,151.23,,79b9f09f-73fd-4bae-a1b9-0f8e13358b4c,-33.87,151.2,NSW,Pyrmont,debit,authorized,b85c8fbfa55f416c8cda751ae9dec695,POS,30-40,2018,8,29,14,46,Wednesday,7 days,52253.921
ACC-1222300524,38,17.05,2250.25,0.0,CUS-2142601169,2018-08-29,Michael,M,-33.94,151.23,,0ee8697e-18ad-41b7-a285-4973c6634982,-33.75,150.72,NSW,Cambridge Park,debit,authorized,9a0fdc174139484f97c469709ebf7a2b,SALES-POS,30-40,2018,8,29,15,14,Wednesday,7 days,52253.921
ACC-1222300524,38,8.1,2242.15,1.0,CUS-2142601169,2018-08-29,Michael,M,-33.94,151.23,,3ce2653e-5bde-4459-9aef-af93e8ebaf1c,-33.84,151.21,NSW,North Sydney,debit,authorized,6955ba8efb2d416a9f8921bd4fe4ece3,POS,30-40,2018,8,29,15,37,Wednesday,7 days,52253.921
ACC-1222300524,38,27.35,2214.8,0.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,4c7213c1-8e71-4c8a-917f-cea08a5cf4db,-33.93,150.9,NSW,Lurnea,debit,authorized,8fbc2ea160364e93a08e8d5d8854033b,SALES-POS,30-40,2018,8,30,15,3,Thursday,7 days,52253.921
ACC-1222300524,38,4.17,2210.63,1.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,658fbab9-3626-4516-9ad0-d4fc2e7eafbc,-33.93,151.04,NSW,Punchbowl,debit,authorized,83d9d4b9d63b42f39cd5c59e2d469327,SALES-POS,30-40,2018,8,30,15,34,Thursday,7 days,52253.921
ACC-1222300524,38,13.29,2197.34,1.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,abe64210-3df3-4615-83d7-5cc2c28964d6,-33.88,151.2,NSW,Ultimo,debit,authorized,b466499527744863bd4ecd461c3acbdf,POS,30-40,2018,8,30,15,40,Thursday,7 days,52253.921
ACC-1222300524,38,22.34,2175.0,1.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,6f483fb2-c860-4d75-8c48-846fd9ce5500,-33.75,150.66,NSW,Emu Plains,debit,authorized,90de06607ab2415d88202218dbb8441c,SALES-POS,30-40,2018,8,30,16,11,Thursday,7 days,52253.921
ACC-1222300524,38,92.88,2082.12,1.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,3075b265-3b29-4d54-a38e-c379113f73bf,-33.79,115.97,WA,Balingup,debit,authorized,1f3dcc274d3944e5939f41499416a3b3,SALES-POS,30-40,2018,8,30,17,7,Thursday,7 days,52253.921
ACC-1222300524,38,9.57,2072.55,1.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,134b1580-cc99-4261-992d-8aef5b5b1375,-33.81,150.99,NSW,Westmead,debit,authorized,35d21ae2ed334b7481b106eeb1b48cf1,POS,30-40,2018,8,30,17,19,Thursday,7 days,52253.921
ACC-1222300524,38,50.0,2022.55,,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,,,,,,debit,posted,b8c8649704f740a1a800028b020ff18e,PAYMENT,30-40,2018,8,30,19,0,Thursday,7 days,52253.921
ACC-1222300524,38,17.31,2005.24,0.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,a992af86-06b6-48e4-a951-ec1ceb529957,-33.96,151.06,NSW,Peakhurst,debit,authorized,c971e3dc8c554cd796a7bbc1373125ec,SALES-POS,30-40,2018,8,30,21,55,Thursday,7 days,52253.921
ACC-1222300524,38,3.25,2001.99,0.0,CUS-2142601169,2018-08-30,Michael,M,-33.94,151.23,,1e48b1a9-5fe2-408f-92f2-1b0406edb2c8,-33.97,151.08,NSW,Mortdale,debit,authorized,2ac6a76a7550494eaec0fa87d1f33b91,POS,30-40,2018,8,30,23,39,Thursday,7 days,52253.921
ACC-1222300524,38,50.89,1951.1,1.0,CUS-2142601169,2018-08-31,Michael,M,-33.94,151.23,,31dfa493-202d-4c6f-93c6-a4722c1fc92f,-33.87,151.2,NSW,Sydney,debit,authorized,364a88067bfb44a3947e46e9c54b26df,POS,30-40,2018,8,31,1,57,Friday,7 days,52253.921
ACC-1222300524,38,7.37,1943.73,1.0,CUS-2142601169,2018-08-31,Michael,M,-33.94,151.23,,68b25786-f854-4deb-9e9b-bc3e11217907,-33.81,150.99,NSW,Westmead,debit,authorized,e1e04ae854ff44d8b9d8e3a26224d948,POS,30-40,2018,8,31,8,7,Friday,7 days,52253.921
